FOOD,TANDOORI ROTI,VEG.,MISSI ROTI,Great Galaxy,25 .00,,
FOOD,TANDOORI ROTI,VEG.,RUMAL ROTI,Great Galaxy,25. 00,,
FOOD,TANDOORI ROTI,VEG.,BUTTER KULCHA,Great Galaxy,25 .00,,
FOOD,TANDOORI ROTI,VEG.,MASALA KULCHA,Great Galaxy,25 .00,,
FOOD,TANDOORI ROTI,VEG.,BUTTER NAAN,Great Galaxy,30 .00,,
FOOD,TANDOORI ROTI,VEG.,STUFFED NAAN,Great Galaxy,30 .00,,
FOOD,TANDOORI ROTI,VEG.,GARLIC NAAN,Great Galaxy,30 .00,,
FOOD,TANDOORI ROTI,VEG.,BUTTER PAROTA,Great Galaxy,30 .00,,
FOOD,TANDOORI ROTI,VEG.,PUDHINA PAROTA,Great Galaxy,30 .00,,
FOOD,TANDOORI ROTI,VEG.,CHICKEN KHEEMA NAAN,Great Galaxy,50 .00,,
FOOD,TANDOORI ROTI,VEG.,MUTTON KHEEMA NAAN,Great Galaxy,60 .00,,
FOOD,STARTERS, VEG,ONION PAKODA,Arabian Hut,80 . 00,,
FOOD,STARTERS, VEG,GOBI MANCHURIAN,Arabian Hut,90 . 00,,
FOOD,STARTERS, VEG,GOLD COIN MANCHURIAN,Arabian Hut,110 .00,,
FOOD,STARTERS, VEG,VEG MANCHURIAN,Arabian Hut,120 . 00,,
FOOD,STARTERS, VEG,MUSHROOM PAKODA,Arabian Hut,130 .00,,
FOOD,STARTERS, VEG,MUSHROOM MANCHURIAN,Arabian Hut,130 . 00,,
FOOD,STARTERS,VEG,MUSHROOM 65,Arabian Hut,130 . 00,,
FOOD,STARTERS,VEG,PANEER 65,Arabian Hut,150 . 00,,
FOOD,STARTERS,VEG,PANEER MANCHURIAN,Arabian Hut,150 . 00,,
FOOD,STARTERS, VEG,PANEER PAKODA,Arabian Hut,150 .00,,
FOOD,STARTERS, VEG,PANEER CHILLI,Arabian Hut,150 . 00,,
FOOD,STARTERS,NON VEG,CHICKEN MANGOLIA,Arabian Hut,160 . 00,,
FOOD,STARTERS,NON VEG,ARABIAN SPL CHICKEN,Arabian Hut,180 .00,,
FOOD,STARTERS,NON VEG,CHICKEN 65,Arabian Hut,150 .00,,
FOOD,STARTERS,NON VEG,CHILLI CHICKEN,Arabian Hut,170 .00,,
FOOD,STARTERS,NON VEG,PEPPER CHICKEN,Arabian Hut,170 .00,,
FOOD,STARTERS,NON VEG,CHICKEN DRUMSTICK,Arabian Hut,160 .00,,
FOOD,STARTERS,NON VEG,CHICKEN MAJESTICK,Arabian Hut,180 .00,,
FOOD,STARTERS,NON VEG,CHICKEN LOLLYPOP,Arabian Hut,160 .00,,
